Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
31,43249,1,32432,1.01,11432
2,36352,0,21343,0.7,0
3,33312,0.92,25665,1.2,13355
4,33850,1.02,25499,0.99,8741
5,34437,1.02,26101,1.02,9389
6,36311,1.05,27068,1.04,9986
7,37290,1.03,27669,1.02,10098
8,37300,1,27877,1.01,9965
9,38462,1.03,28444,1.02,10347
10,39240,1.02,29297,1.03,10994
11,38772,0.99,29457,1.01,10390
12,41006,1.06,30092,1.02,10775
13,41192,1,30461,1.01,10823
14,42237,1.03,31713,1.04,11869
15,41163,0.97,30705,0.97,9981
16,41494,1.01,30898,1.01,10663
17,41085,0.99,30702,0.99,10495
18,39430,0.96,30514,0.99,10356
19,40418,1.03,29662,0.97,9529
20,39467,0.98,29681,1,10576
21,39565,1,29647,1,10155
22,40390,1.02,29902,1.01,10481
23,41225,1.02,30533,1.02,11153
24,42377,1.03,31412,1.03,11509
25,41109,0.97,31105,0.99,10491
26,43084,1.05,32069,1.03,11656
27,43144,1,31443,0.98,10452
28,43259,1,32105,1.02,11739
29,42305,0.98,31496,0.98,10465
30,43028,1.02,32037,1.02,11546
31,41783,0.97,31567,0.99,10549
2,37008,0,21522,0.71,0
3,35426,0.96,26271,1.22,13881
4,34594,0.98,25919,0.99,8810
5,34745,1,26386,1.02,9459
6,35772,1.03,26864,1.02,9595
7,35917,1,26695,0.99,9131
8,34998,0.97,26744,1,9313
9,34788,0.99,25997,0.97,8462
10,35380,1.02,26472,1.02,9617
11,36644,1.04,27373,1.03,10117
12,37176,1.01,27828,1.02,9951
13,37130,1,27816,1,9519
14,37961,1.02,28524,1.03,10315
15,38250,1.01,28711,1.01,9863
16,40036,1.05,29330,1.02,10624
17,40651,1.02,29617,1.01,10545
18,39533,0.97,29818,1.01,10583
19,39908,1.01,29667,0.99,10069
20,38507,0.96,29528,1,10217
21,37876,0.98,28755,0.97,9283
22,39103,1.03,28782,1,9979
23,40499,1.04,29993,1.04,11479
24,40517,1,30592,1.02,10950
25,40792,1.01,30645,1,10642
26,41269,1.01,30732,1,10828
27,40575,0.98,30650,1,10409
28,41823,1.03,31009,1.01,10920
29,43231,1.03,31802,1.03,11705
30,44134,1.02,32592,1.02,11962
31,44955,1.02,33342,1.02,12283
2,35926,0,21408,0.7,0
3,33978,0.95,25508,1.19,13084
4,33144,0.98,25206,0.99,8644
5,32436,0.98,24801,0.98,8333
6,34710,1.07,25622,1.03,9369
7,34951,1.01,25787,1.01,9300
8,35432,1.01,26437,1.03,9768
9,34800,0.98,26516,1,9405
10,36772,1.06,27114,1.02,9817
11,35741,0.97,26931,0.99,9482
12,37210,1.04,27649,1.03,10124
13,38374,1.03,28252,1.02,10335
14,38528,1,28610,1.01,10246
15,39377,1.02,29634,1.04,11083
16,41208,1.05,30093,1.02,10864
17,40339,0.98,30221,1,10859
18,41858,1.04,30543,1.01,10735
19,40421,0.97,30455,1,10690
20,42795,1.06,31361,1.03,11554
21,44181,1.03,32493,1.04,12335
22,45927,1.04,33462,1.03,12495
23,45176,0.98,33693,1.01,11847
24,44487,0.98,32975,0.98,10997
25,44743,1.01,32917,1,11532
26,44843,1,32771,1,11229
27,44830,1,33053,1.01,11801
28,44961,1,33161,1,11662
29,45627,1.01,33754,1.02,12353
30,46230,1.01,34026,1.01,12143
31,45437,0.98,33903,1,11944
2,36648,0,21364,0.7,0
3,34042,0.93,25968,1.22,13832
4,36459,1.07,26665,1.03,9752
5,35622,0.98,26952,1.01,9831
6,36926,1.04,27812,1.03,10144
7,37648,1.02,28076,1.01,10004
8,36781,0.98,27899,0.99,9564
9,37582,1.02,28142,1.01,9956
10,37367,0.99,28234,1,9748
11,38772,1.04,28501,1.01,10144
12,38698,1,28715,1.01,10271
13,38570,1,29184,1.02,10626
14,37691,0.98,28643,0.98,9478
15,39973,1.06,29587,1.03,10732
16,41907,1.05,30899,1.04,11707
17,42901,1.02,31474,1.02,11422
18,43785,1.02,32206,1.02,11679
19,42464,0.97,32126,1,11231
20,41862,0.99,31751,0.99,10545
21,43404,1.04,31740,1,11010
22,44243,1.02,32934,1.04,12441
23,44734,1.01,33755,1.02,12343
24,44501,0.99,32837,0.97,10692
25,43940,0.99,33042,1.01,11681
26,44558,1.01,32795,0.99,11282
27,44720,1,32446,0.99,11035
28,44416,0.99,33195,1.02,12533
29,43261,0.97,32303,0.97,10585
30,41975,0.97,31546,0.98,10510
31,42516,1.01,31494,1,10864
2,36370,0,21673,0.71,0
3,34442,0.95,26166,1.21,13632
4,34284,1,25719,0.98,8585
5,34838,1.02,25999,1.01,9218
6,35194,1.01,26287,1.01,9318
7,36600,1.04,27197,1.03,9995
8,38168,1.04,27779,1.02,10155
9,39126,1.03,29153,1.05,11340
10,38330,0.98,29047,1,10041
11,38296,1,28448,0.98,9429
12,39653,1.04,28653,1.01,10339
13,41028,1.03,30509,1.06,11986
14,41801,1.02,30924,1.01,11024
15,41184,0.99,30395,0.98,10209
16,42649,1.04,31125,1.02,11314
17,42033,0.99,31359,1.01,11345
18,40422,0.96,30844,0.98,10346
19,40072,0.99,29944,0.97,9700
20,40722,1.02,29900,1,10473
21,41343,1.02,30820,1.03,11435
22,41484,1,31137,1.01,11205
23,40903,0.99,30562,0.98,10153
24,42072,1.03,30896,1.01,11050
25,41523,0.99,31347,1.01,11326
26,44480,1.07,32459,1.04,12094
27,44783,1.01,33402,1.03,12577
28,47522,1.06,34742,1.04,13052
29,47722,1,35275,1.02,12765
30,47259,0.99,35091,0.99,12285
31,46130,0.98,34345,0.98,11424
2,38897,0,21757,0.71,0
3,35815,0.92,27305,1.25,15177
4,36771,1.03,27245,1,9388
5,36238,0.99,27327,1,9491
6,34977,0.97,26528,0.97,8592
7,35828,1.02,26894,1.01,9422
8,36920,1.03,27224,1.01,9630
9,37532,1.02,27773,1.02,10082
10,37718,1,28316,1.02,10256
11,38011,1.01,28650,1.01,10150
12,38331,1.01,28482,0.99,9904
13,38311,1,28764,1.01,10163
14,38921,1.02,29329,1.02,10502
15,40348,1.04,29607,1.01,10486
16,42261,1.05,30898,1.04,11716
17,43035,1.02,31894,1.03,11856
18,43081,1,31637,0.99,11009
19,44106,1.02,32942,1.04,12484
20,43893,1,32899,1,11266
21,43600,0.99,32841,1,11281
22,44368,1.02,32543,0.99,11029
23,43669,0.98,32576,1,11475
24,43048,0.99,31700,0.97,10303
25,41257,0.96,31454,0.99,10900
26,41939,1.02,31545,1,10859
27,41014,0.98,31170,0.99,10314
28,42566,1.04,32110,1.03,11681
29,42265,0.99,31581,0.98,10408
30,43862,1.04,32152,1.02,11450
31,42938,0.98,31591,0.98,10820
2,36757,0,21684,0.71,0
3,34319,0.93,26277,1.21,13732
4,36124,1.05,26597,1.01,9505
5,37860,1.05,27874,1.05,10573
6,38422,1.01,28625,1.03,10607
7,39557,1.03,29181,1.02,10582
8,39654,1,29267,1,10329
9,38737,0.98,28756,0.98,9531
10,37560,0.97,28306,0.98,9547
11,36669,0.98,27369,0.97,8789
12,38069,1.04,28185,1.03,10462
13,38174,1,28558,1.01,10370
14,40111,1.05,29494,1.03,10959
15,40150,1,30031,1.02,10981
16,41664,1.04,30791,1.03,11177
17,42491,1.02,31785,1.03,11871
18,42217,0.99,31238,0.98,10360
19,40526,0.96,30640,0.98,10196
20,41751,1.03,30916,1.01,10818
21,40090,0.96,30468,0.99,10159
22,41150,1.03,30528,1,10622
23,40339,0.98,30646,1,10666
24,39457,0.98,29769,0.97,9561
25,41112,1.04,30099,1.01,10650
26,42463,1.03,31160,1.04,11777
27,41267,0.97,30777,0.99,10476
28,41095,1,30331,0.99,10199
29,40677,0.99,30246,1,10485
30,40863,1,30553,1.01,10785
31,40776,1,30470,1,10475
2,38155,0,21717,0.7,0
3,35089,0.92,27144,1.25,14879
4,36525,1.04,27300,1.01,9396
5,37606,1.03,27532,1.01,9819
6,39069,1.04,28370,1.03,10606
7,38352,0.98,28773,1.01,10357
8,38667,1.01,29106,1.01,10321
9,39230,1.01,29414,1.01,10330
10,40070,1.02,29660,1.01,10446
11,41282,1.03,30108,1.02,10852
12,41582,1.01,31180,1.04,11864
13,41465,1,30848,0.99,10420
14,41857,1.01,31115,1.01,10981
15,43982,1.05,32417,1.04,12249
16,43877,1,32436,1,11150
17,43901,1,32900,1.01,11702
18,43728,1,32452,0.99,10921
19,44063,1.01,32825,1.01,11735
20,42271,0.96,31631,0.96,10396
21,40650,0.96,30864,0.98,10060
22,41063,1.01,30654,0.99,10493
23,40913,1,30638,1,10665
24,42410,1.04,31270,1.02,11208
25,42423,1,31151,1,10954
26,41717,0.98,31196,1,11021
27,41081,0.98,31196,1,10670
28,41143,1,30791,0.99,10316
29,40322,0.98,30544,0.99,10516
30,38746,0.96,29178,0.96,9000
31,38030,0.98,28910,0.99,9944
2,35897,0,20914,0.7,0
3,33920,0.94,25665,1.23,13772
4,34278,1.01,25490,0.99,8681
5,34463,1.01,25856,1.01,9484
6,34445,1,26049,1.01,9129
7,35596,1.03,26303,1.01,9163
8,36870,1.04,27380,1.04,10373
9,38587,1.05,28108,1.03,10305
10,39740,1.03,29822,1.06,11838
11,40995,1.03,30858,1.03,11544
12,42899,1.05,31570,1.02,11431
13,42865,1,32021,1.01,11487
14,44547,1.04,33093,1.03,12214
15,45776,1.03,34289,1.04,12786
16,44790,0.98,33661,0.98,11312
17,44788,1,33249,0.99,11190
18,46212,1.03,33577,1.01,11800
19,46809,1.01,34152,1.02,12522
20,45918,0.98,33633,0.98,11620
21,46372,1.01,34152,1.02,12306
22,46626,1.01,34891,1.02,12890
23,46004,0.99,33900,0.97,11035
24,45258,0.98,33705,0.99,11693
25,43949,0.97,33345,0.99,11422
26,44944,1.02,33331,1,11368
27,45827,1.02,33855,1.02,12159
28,46559,1.02,34329,1.01,12193
29,48174,1.03,35831,1.04,13541
30,48601,1.01,35723,1,12244
31,46848,0.96,35744,1,12657
2,35966,0,21553,0.71,0
3,34262,0.95,26279,1.22,13757
4,35364,1.03,26703,1.02,9534
5,34669,0.98,26453,0.99,8955
6,34471,0.99,26239,0.99,8821
7,36238,1.05,26761,1.02,9564
8,38414,1.06,28021,1.05,10677
9,38079,0.99,28383,1.01,10141
10,39325,1.03,29148,1.03,10532
11,41746,1.06,30766,1.06,11892
12,42912,1.03,31969,1.04,12011
13,42157,0.98,31505,0.99,10823
14,41108,0.98,31003,0.98,10531
15,42555,1.04,31624,1.02,11290
16,42331,0.99,31758,1,11141
17,41689,0.98,31133,0.98,10251
18,42529,1.02,31688,1.02,11374
19,42377,1,31116,0.98,10491
20,42113,0.99,31324,1.01,11060
21,42661,1.01,31749,1.01,11349
22,41966,0.98,31277,0.99,10579
23,42806,1.02,31862,1.02,11426
24,42847,1,31792,1,10986
25,43674,1.02,32485,1.02,11915
26,43443,0.99,32188,0.99,11067
27,43459,1,32123,1,11123
28,42948,0.99,31979,1,11085
29,44311,1.03,32629,1.02,11657
30,44060,0.99,33125,1.02,11903
31,44001,1,32841,0.99,11175
2,36772,0,21214,0.7,0
3,34720,0.94,26587,1.25,14502
4,34641,1,25827,0.97,8395
5,34378,0.99,26432,1.02,9580
6,34619,1.01,25797,0.98,8135
7,34274,0.99,25890,1,9085
8,36440,1.06,26673,1.03,9778
9,37096,1.02,27472,1.03,10281
10,38563,1.04,28461,1.04,10648
11,39508,1.02,29165,1.02,10756
12,38959,0.99,29168,1,10067
13,39018,1,29368,1.01,10348
14,38962,1,29302,1,9931
15,39901,1.02,29581,1.01,10426
16,40299,1.01,29898,1.01,10611
17,38977,0.97,29580,0.99,9990
18,39150,1,29041,0.98,9669
19,38649,0.99,29125,1,10348
20,37796,0.98,28740,0.99,9816
21,38480,1.02,28589,0.99,9746
22,39146,1.02,28978,1.01,10242
23,40512,1.03,29844,1.03,10894
24,40140,0.99,30316,1.02,11032
25,42610,1.06,31070,1.02,11223
26,41554,0.98,30872,0.99,10884
27,42087,1.01,31063,1.01,10958
28,42354,1.01,31314,1.01,11139
29,44072,1.04,32360,1.03,12081
30,44543,1.01,33057,1.02,11948
31,44063,0.99,32889,0.99,11375
2,35922,0,21761,0.7,0
3,33145,0.92,25213,1.16,12433
4,33346,1.01,25518,1.01,8868
5,33921,1.02,25280,0.99,8520
6,35695,1.05,25994,1.03,9634
7,35456,0.99,26675,1.03,10158
8,37929,1.07,27629,1.04,10351
9,40129,1.06,29283,1.06,11469
10,42095,1.05,30744,1.05,11813
11,40884,0.97,30915,1.01,11032
12,41570,1.02,30931,1,10515
13,40513,0.97,30307,0.98,10029
14,39117,0.97,29823,0.98,10282
15,39091,1,29154,0.98,9369
16,41624,1.06,30349,1.04,11250
17,43252,1.04,31721,1.05,12003
18,43293,1,32229,1.02,11773
19,44144,1.02,32511,1.01,11513
20,44924,1.02,33695,1.04,12404
21,45919,1.02,34416,1.02,12489
22,46612,1.02,34669,1.01,12087
23,46525,1,34384,0.99,11800
24,46918,1.01,34521,1,12250
25,48838,1.04,36020,1.04,13785
26,48840,1,36053,1,12512
27,50843,1.04,36754,1.02,13235
28,49413,0.97,37208,1.01,13414
29,47954,0.97,36112,0.97,11589
30,49018,1.02,36176,1,12558
31,49696,1.01,37211,1.03,13767
2,37331,0,21426,0.7,0
3,34304,0.92,26577,1.24,14268
4,35678,1.04,27006,1.02,9480
5,37177,1.04,27596,1.02,9935
6,36197,0.97,27573,1,9545
7,37077,1.02,27641,1,9492
8,36626,0.99,28059,1.02,9907
9,37064,1.01,27413,0.98,8762
10,38050,1.03,28221,1.03,10589
11,37719,0.99,28167,1,9658
12,39592,1.05,28901,1.03,10571
13,39238,0.99,29467,1.02,10767
14,39402,1,29280,0.99,10183
15,40649,1.03,29798,1.02,10782
16,41620,1.02,30747,1.03,11413
17,42204,1.01,31077,1.01,11028
18,43658,1.03,31810,1.02,11599
19,42777,0.98,32070,1.01,11337
20,43836,1.02,32122,1,11270
21,44844,1.02,32761,1.02,11743
22,43562,0.97,32699,1,11516
23,42838,0.98,32475,0.99,10998
24,43191,1.01,31761,0.98,10535
25,43735,1.01,32246,1.02,11595
26,43545,1,32666,1.01,11582
27,42741,0.98,32199,0.99,10711
28,44749,1.05,32861,1.02,11907
29,45908,1.03,33758,1.03,12549
30,45427,0.99,34316,1.02,12395
31,46579,1.03,34221,1,11752
2,36001,0,21097,0.7,0
3,32699,0.91,25429,1.21,13269
4,32781,1,24877,0.98,8109
5,34663,1.06,25413,1.02,9122
6,35454,1.02,26676,1.05,10115
7,36350,1.03,27133,1.02,9837
8,36730,1.01,27484,1.01,9550
9,38521,1.05,28402,1.03,10438
10,37624,0.98,28306,1,9796
11,37359,0.99,28012,0.99,9416
12,37277,1,28060,1,9885
13,39857,1.07,29146,1.04,10870
14,40556,1.02,30088,1.03,11198
15,40482,1,30287,1.01,10735
16,41689,1.03,30733,1.01,11101
17,40548,0.97,30565,0.99,10518
18,40975,1.01,30470,1,10588
19,40537,0.99,29897,0.98,10039
20,40644,1,30295,1.01,11039
21,42550,1.05,31298,1.03,11626
22,42085,0.99,31547,1.01,11323
23,41483,0.99,31288,0.99,10558
24,41716,1.01,30776,0.98,10335
25,40857,0.98,30392,0.99,10240
26,43540,1.07,31484,1.04,11762
27,41430,0.95,31653,1.01,11414
28,43861,1.06,32371,1.02,11563
29,42594,0.97,32266,1,11199
30,40451,0.95,30955,0.96,9684
31,40870,1.01,30246,0.98,9887
2,36882,0,21332,0.71,0
3,33319,0.9,25974,1.22,13668
4,34284,1.03,25714,0.99,8591
5,35146,1.03,26056,1.01,9256
6,35161,1,26380,1.01,9431
7,37059,1.05,27080,1.03,9986
8,37337,1.01,27953,1.03,10365
9,37681,1.01,28202,1.01,9885
10,37760,1,28599,1.01,10080
11,39999,1.06,30061,1.05,11500
12,42028,1.05,31107,1.03,11737
13,41769,0.99,31602,1.02,11392
14,41110,0.98,30834,0.98,10112
15,42718,1.04,31394,1.02,11251
16,43227,1.01,32189,1.03,11851
17,42569,0.98,31488,0.98,10191
18,42783,1.01,32214,1.02,11781
19,41020,0.96,30961,0.96,9798
20,41206,1,30678,0.99,10201
21,39172,0.95,29771,0.97,9722
22,39507,1.01,29279,0.98,9837
23,41204,1.04,30011,1.03,10928
24,42564,1.03,31393,1.05,12011
25,43164,1.01,31978,1.02,11757
26,43500,1.01,32767,1.02,12093
27,45179,1.04,33487,1.02,12042
28,43546,0.96,32943,0.98,10862
29,42205,0.97,31585,0.96,9917
30,41010,0.97,31081,0.98,10510
31,40577,0.99,30397,0.98,10093
2,36370,0,21043,0.7,0
3,33332,0.92,25357,1.21,13422
4,33202,1,25300,1,8820
5,35542,1.07,26205,1.04,9777
6,34830,0.98,26678,1.02,9485
7,36446,1.05,27134,1.02,9608
8,35365,0.97,26484,0.98,8978
9,35950,1.02,27099,1.02,9845
10,37412,1.04,27828,1.03,10044
11,38461,1.03,28448,1.02,10359
12,38724,1.01,28688,1.01,10157
13,39283,1.01,29310,1.02,10718
14,39295,1,29598,1.01,10591
15,38116,0.97,28914,0.98,9461
16,38847,1.02,28732,0.99,9874
17,38442,0.99,28969,1.01,10155
18,39258,1.02,29371,1.01,10531
19,41661,1.06,30606,1.04,11512
20,43115,1.03,31975,1.04,12025
21,41492,0.96,31730,0.99,10880
22,40811,0.98,30542,0.96,9422
23,39258,0.96,29934,0.98,9946
24,40511,1.03,30183,1.01,10490
25,40792,1.01,29876,0.99,10122
26,39369,0.97,29996,1,10715
27,39765,1.01,29449,0.98,9700
28,39225,0.99,29810,1.01,10671
29,40683,1.04,30199,1.01,10825
30,40311,0.99,30473,1.01,10807
31,41146,1.02,30515,1,10764
2,38302,0,21675,0.7,0
3,35598,0.93,26789,1.24,14538
4,35423,1,26749,1,9204
5,35728,1.01,26679,1,9315
6,37177,1.04,27321,1.02,10043
7,36581,0.98,27531,1.01,9802
8,37893,1.04,27695,1.01,9734
9,36563,0.96,27520,0.99,9516
10,37622,1.03,28232,1.03,10202
11,36649,0.97,27585,0.98,9052
12,37890,1.03,28160,1.02,10065
13,38528,1.02,28645,1.02,10378
14,39146,1.02,29478,1.03,10806
15,37753,0.96,28661,0.97,9355
16,37394,0.99,28332,0.99,9475
17,38337,1.03,28366,1,9803
18,37906,0.99,28715,1.01,10330
19,37431,0.99,27998,0.98,9164
20,37711,1.01,28487,1.02,10009
21,38893,1.03,28807,1.01,10303
22,39112,1.01,29452,1.02,10696
23,41111,1.05,30486,1.04,11321
24,40572,0.99,30480,1,10546
25,41464,1.02,31010,1.02,11087
26,40704,0.98,30885,1,10472
27,41672,1.02,30819,1,10566
28,41259,0.99,30650,0.99,10595
29,41857,1.01,31544,1.03,11635
30,40850,0.98,30710,0.97,9801
31,39803,0.97,30399,0.99,10140
2,36919,0,21108,0.7,0
3,33309,0.9,25592,1.21,13537
4,33798,1.01,25417,0.99,8641
5,33930,1,25605,1.01,8833
6,36474,1.07,26679,1.04,10016
7,37085,1.02,27476,1.03,10250
8,36680,0.99,27539,1,9622
9,38406,1.05,28220,1.02,10336
10,37763,0.98,28518,1.01,10255
11,38512,1.02,28669,1.01,9983
12,40525,1.05,29069,1.01,10513
13,39050,0.96,29777,1.02,10933
14,40350,1.03,30015,1.01,10513
15,41071,1.02,30442,1.01,10944
16,40393,0.98,30223,0.99,10317
17,41031,1.02,30741,1.02,11010
18,41616,1.01,30188,0.98,10071
19,41192,0.99,31001,1.03,11382
20,41687,1.01,30789,0.99,10499
21,41380,0.99,31308,1.02,11227
22,40597,0.98,30662,0.98,10025
23,40838,1.01,30123,0.98,9998
24,42556,1.04,32263,1.07,12792
25,41639,0.98,31426,0.97,10285
26,40104,0.96,29920,0.95,9284
27,39971,1,29859,1,10372
28,38939,0.97,29339,0.98,9992
29,39523,1.01,29360,1,10280
30,41055,1.04,30182,1.03,11081
31,40197,0.98,30290,1,10784
2,36211,0,21201,0.71,0
3,33755,0.93,25277,1.19,13134
4,34115,1.01,25665,1.02,9147
5,35097,1.03,26009,1.01,9243
6,35791,1.02,26548,1.02,9637
7,37370,1.04,27559,1.04,10493
8,36715,0.98,27999,1.02,9979
9,36705,1,27635,0.99,9291
10,38589,1.05,28482,1.03,10348
11,38616,1,28672,1.01,10313
12,38351,0.99,28484,0.99,9677
13,37482,0.98,28416,1,9896
14,38278,1.02,28639,1.01,10016
15,37655,0.98,28776,1,10032
16,37307,0.99,28078,0.98,9137
17,38622,1.04,28282,1.01,10096
18,38279,0.99,28639,1.01,10232
19,39091,1.02,28967,1.01,10338
20,40199,1.03,29950,1.03,11062
21,40212,1,30170,1.01,10639
22,42234,1.05,31078,1.03,11368
23,40500,0.96,30794,0.99,10520
24,39864,0.98,29883,0.97,9640
25,39838,1,29801,1,10352
26,39763,1,29659,1,10175
27,42028,1.06,30786,1.04,11594
28,41026,0.98,30528,0.99,10554
29,40444,0.99,30541,1,10470
30,42155,1.04,31019,1.02,11038
31,41952,1,31243,1.01,11118
2,36224,0,21783,0.7,0
3,34280,0.95,26155,1.2,13331
4,34374,1,26076,1,9063
5,33812,0.98,25643,0.98,8490
6,35824,1.06,26411,1.03,9566
7,35083,0.98,26427,1,9232
8,35266,1.01,26752,1.01,9565
9,35437,1,26589,0.99,9001
10,34835,0.98,26509,1,9205
11,34779,1,26086,0.98,8621
12,35271,1.01,26446,1.01,9497
13,36716,1.04,27744,1.05,10599
14,38410,1.05,28113,1.01,10167
15,39483,1.03,29236,1.04,11108
16,40144,1.02,29556,1.01,10631
17,41136,1.02,30275,1.02,11207
18,40483,0.98,30320,1,10784
19,41082,1.01,30177,1,10282
20,42598,1.04,30996,1.03,11402
21,43086,1.01,32062,1.03,12117
22,42591,0.99,31901,0.99,10893
23,42410,1,31679,0.99,10773
24,40750,0.96,30670,0.97,9853
25,40488,0.99,30288,0.99,10235
26,39247,0.97,29777,0.98,10044
27,41717,1.06,30766,1.03,11430
